8 8147.60 0.00048
16 7800.60 0.00050
32 6240.80 0.00063
64 5864.60 0.00067
128 4987.40 0.00078
256 2502.20 0.00156
512 73.80 0.05293
1024 61.80 0.06321
2048 73.80 0.05293
