8 2004.75 0.49882 7.83
16 1974.00 0.50659 7.71
32 1877.05 0.53275 7.33
64 2104.00 0.47529 8.22
128 1714.30 0.58333 6.70
256 992.45 1.00761 3.88
512 1270.90 0.78684 4.96
1024 883.95 1.13129 3.45
