8 7883.15 0.00050
16 7646.80 0.00051
32 6038.95 0.00065
64 5924.85 0.00066
128 5871.40 0.00067
256 5355.55 0.00073
512 3820.05 0.00102
1024 64.80 0.06028
2048 62.20 0.06280
